name,type,race,atk,def,level,attribute,archetype
Mirror of the Ice Barrier,Spell Card,Quick-Play,-1,-1,0,NONE,Ice Barrier
Mirror Resonator,Tuner Monster,Fiend,0,0,1,LIGHT,Resonator
Mirrorjade the Iceblade Dragon,Fusion Monster,Wyrm,3000,2500,8,DARK,Albaz Dragon
Mischief of the Time Goddess,Spell Card,Quick-Play,-1,-1,0,NONE,Valkyrie
Mischief of the Wolves,Spell Card,Quick-Play,-1,-1,0,NONE,Mischief
MiSolfachord Eliteia,Pendulum Effect Monster,Fairy,1100,400,3,WATER,Solfachord
Mist Archfiend,Effect Monster,Fiend,2400,0,5,DARK,Archfiend
Mist Condor,Effect Monster,Winged Beast,1400,400,4,WIND,Mist Valley
Mist Valley Apex Avian,Effect Monster,Winged Beast,2700,2000,7,WIND,Mist Valley
Mist Valley Executor,Effect Monster,Thunder,2100,1600,5,WIND,Mist Valley
Mist Valley Falcon,Effect Monster,Winged Beast,2000,1200,4,WIND,Mist Valley
Mist Valley Shaman,Tuner Monster,Winged Beast,1200,1200,3,WIND,Mist Valley
Mist Valley Soldier,Tuner Monster,Winged Beast,1700,300,4,WIND,Mist Valley
Mist Valley Thunder Lord,Synchro Monster,Thunder,2600,2400,7,WIND,Mist Valley
Mist Valley Thunderbird,Effect Monster,Thunder,1100,700,3,WIND,Mist Valley
Mist Valley Watcher,Normal Monster,Spellcaster,1500,1900,4,WIND,Mist Valley
Mist Valley Windmaster,Tuner Monster,Winged Beast,400,800,2,WIND,Mist Valley
Mithra the Thunder Vassal,Effect Monster,Thunder,800,1000,2,LIGHT,Vassal
Mitsu the Insect Ninja,Effect Monster,Insect,200,2100,2,WATER,Ninja
Mitsurugi Great Purification,Trap Card,Normal,-1,-1,0,NONE,Mitsurugi
Mitsurugi Magatama,Spell Card,Quick-Play,-1,-1,0,NONE,Mitsurugi
Mitsurugi Mirror,Spell Card,Ritual,-1,-1,0,NONE,Mitsurugi
"Mitsurugi no Miko, Wousu",Effect Monster,Reptile,2000,2000,8,DARK,Mitsurugi
"Mitsurugi no Mikoto, Aramasa",Effect Monster,Reptile,1200,900,4,DARK,Mitsurugi
"Mitsurugi no Mikoto, Kusanagi",Effect Monster,Reptile,1600,400,4,DARK,Mitsurugi
"Mitsurugi no Mikoto, Saji",Effect Monster,Reptile,1000,1700,4,DARK,Mitsurugi
Mitsurugi Prayers,Spell Card,Quick-Play,-1,-1,0,NONE,Mitsurugi
Mitsurugi Ritual,Spell Card,Ritual,-1,-1,0,NONE,Mitsurugi
Mitsurugi Sacred Boundary,Spell Card,Continuous,-1,-1,0,NONE,Mitsurugi
Mitsurugi Tempest,Trap Card,Normal,-1,-1,0,NONE,Mitsurugi
Mixeroid,Effect Monster,Machine,0,2200,4,WIND,Roid
Mobius the Frost Monarch,Effect Monster,Aqua,2400,1000,6,WATER,Monarch
Mobius the Mega Monarch,Effect Monster,Aqua,2800,1000,8,WATER,Monarch
Moissa Wight,Effect Monster,Zombie,300,200,1,DARK,Wight
Mokey Mokey Adrift,Effect Monster,Fairy,300,100,1,LIGHT,Mokey Mokey
Molten Conduction Field,Spell Card,Normal,-1,-1,0,NONE,Laval
Molten Whirlwind Wall,Trap Card,Continuous,-1,-1,0,NONE,Laval
Mon Larvas,Normal Monster,Beast,1300,1400,4,EARTH,Recolored counterpart
Monarchic Perfection,Trap Card,Continuous,-1,-1,0,NONE,Monarch
Monk of the Tenyi,Link Monster,Wyrm,1000,-1,0,EARTH,Tenyi
Mono Synchron,Tuner Monster,Machine,0,0,1,DARK,Synchron
Monstrous Arms of Atlantis,Effect Monster,Sea Serpent,1500,1200,4,WATER,"Atlantis, City of the Sea Dragon"
Moon Token,Token,Fairy,-1,-1,0,NONE,Arcana Force
Moonlit Papillon,Effect Monster,Insect,1200,1600,4,LIGHT,Butterspy
Moray of Greed,Spell Card,Normal,-1,-1,0,NONE,Greed
Moremarshmallon,Effect Monster,Fairy,300,500,3,LIGHT,Shining Sarcophagus
"Morgan, the Enchantress of Avalon",Effect Monster,Spellcaster,1300,1600,3,DARK,Noble Knight
Morgana the Witch of Eyes,Effect Monster,Spellcaster,1500,2100,4,DARK,Morganite
"Morpheus, the Dream Mirror Black Knight",Effect Monster,Warrior,2800,1000,8,DARK,Dream Mirror
"Morpheus, the Dream Mirror White Knight",Effect Monster,Warrior,1000,2800,8,LIGHT,Dream Mirror
Morpho Butterspy,Effect Monster,Warrior,1200,1600,4,DARK,Butterspy
Morphtransition,Trap Card,Normal,-1,-1,0,NONE,Morphtronic
Morphtronic Accelerator,Spell Card,Normal,-1,-1,0,NONE,Morphtronic
Morphtronic Bind,Trap Card,Continuous,-1,-1,0,NONE,Morphtronic
Morphtronic Boarden,Effect Monster,Machine,500,1800,3,EARTH,Morphtronic
Morphtronic Boomboxen,Effect Monster,Machine,1200,400,4,EARTH,Morphtronic
Morphtronic Cameran,Effect Monster,Machine,800,600,2,LIGHT,Morphtronic
Morphtronic Celfon,Effect Monster,Machine,100,100,1,EARTH,Morphtronic
Morphtronic Clocken,Effect Monster,Machine,600,1100,2,EARTH,Morphtronic
Morphtronic Converter,Spell Card,Normal,-1,-1,0,NONE,Morphtronic
Morphtronic Cord,Spell Card,Equip,-1,-1,0,NONE,Morphtronic
Morphtronic Datatron,Effect Monster,Pyro,1200,600,3,FIRE,Morphtronic
Morphtronic Earfon,Synchro Monster,Machine,1200,1800,4,EARTH,Morphtronic
Morphtronic Engine,Spell Card,Equip,-1,-1,0,NONE,Morphtronic
Morphtronic Forcefield,Trap Card,Counter,-1,-1,0,NONE,Morphtronic
Morphtronic Impact Return,Trap Card,Normal,-1,-1,0,NONE,Morphtronic
Morphtronic Lantron,Tuner Monster,Machine,200,200,1,LIGHT,Morphtronic
Morphtronic Magnen,Effect Monster,Thunder,800,800,3,EARTH,Morphtronic
Morphtronic Magnen Bar,Effect Monster,Thunder,100,100,1,EARTH,Morphtronic
Morphtronic Map,Spell Card,Field,-1,-1,0,NONE,Morphtronic
Morphtronic Mix-up,Trap Card,Normal,-1,-1,0,NONE,Morphtronic
Morphtronic Monitron,Trap Card,Continuous,-1,-1,0,NONE,Morphtronic
Morphtronic Radion,Effect Monster,Thunder,1000,900,4,LIGHT,Morphtronic
Morphtronic Remoten,Tuner Monster,Machine,300,1200,3,EARTH,Morphtronic
Morphtronic Repair Unit,Spell Card,Equip,-1,-1,0,NONE,Morphtronic
Morphtronic Rusty Engine,Spell Card,Equip,-1,-1,0,NONE,Morphtronic
Morphtronic Scannen,Tuner Monster,Machine,1500,600,6,EARTH,Morphtronic
Morphtronic Scopen,Tuner Monster,Machine,800,1400,3,LIGHT,Morphtronic
Morphtronic Slingen,Effect Monster,Machine,1200,800,4,WIND,Morphtronic
Morphtronic Smartfon,Tuner Monster,Machine,100,100,1,EARTH,Morphtronic
Morphtronic Staplen,Effect Monster,Machine,1400,1000,4,EARTH,Morphtronic
Morphtronic Telefon,Tuner Monster,Machine,100,100,1,EARTH,Morphtronic
Morphtronic Vacuumen,Effect Monster,Machine,0,0,1,WIND,Morphtronic
Morphtronic Videon,Effect Monster,Machine,1000,1000,4,LIGHT,Morphtronic
"Morphtronics, Scramble!",Trap Card,Normal,-1,-1,0,NONE,Morphtronic
Mother Spider Splitter,Effect Monster,Insect,0,2300,5,DARK,Spider
Motor Kaiser,Effect Monster,Machine,2000,1400,5,DARK,Motor
Moulinglacia the Elemental Lord,Effect Monster,Sea Serpent,2800,2200,8,WATER,Elemental Lord
Mount Sylvania,Spell Card,Field,-1,-1,0,NONE,Sylvan
Mozarta the Melodious Maestra,Effect Monster,Fairy,2600,2000,8,LIGHT,Melodious
Muckraker From the Underworld,Link Monster,Fiend,1000,-1,0,DARK,From the Underworld
Mudan the Rikka Fairy,Effect Monster,Plant,1000,2400,6,WATER,Rikka
Mudora the Sword Oracle,Effect Monster,Fairy,1500,1800,4,EARTH,Exchange of the Spirit
Mulcharmy Fuwalos,Effect Monster,Winged Beast,100,600,4,WIND,Mulcharmy
Mulcharmy Meowls,Effect Monster,Beast,100,600,4,EARTH,Mulcharmy
Mulcharmy Purulia,Effect Monster,Aqua,100,600,4,WATER,Mulcharmy
Multiply,Spell Card,Quick-Play,-1,-1,0,NONE,Kuriboh
Munin the Runick Wings,Fusion Monster,Fairy,0,2000,3,LIGHT,Runick
Musakani Magatama,Trap Card,Counter,-1,-1,0,NONE,Six Samurai
Muse-A,Normal Monster,Fairy,850,900,3,LIGHT,Recolored counterpart
Mustering of the Dark Scorpions,Spell Card,Normal,-1,-1,0,NONE,Dark Scorpion
"Musto, Oracle of Gusto",Effect Monster,Psychic,1800,900,4,WIND,Gusto
Muzurhythm the String Djinn,XYZ Monster,Fiend,1500,1000,3,WIND,Djinn
My Friend Purrely,Spell Card,Continuous,-1,-1,0,NONE,Purrely
Mysterious Triangle,Spell Card,Quick-Play,-1,-1,0,NONE,Alien
Mystic Potato,Effect Monster,Plant,1400,1100,4,DARK,Attribute Summoner
Mythic Depths,Skill Card,Mako,-1,-1,0,NONE,Umi
Mythical Beast Bashilisk,Pendulum Effect Monster,Spellcaster,1800,500,4,LIGHT,Mythical Beast
Mythical Beast Garuda,Pendulum Effect Monster,Spellcaster,1200,1600,4,LIGHT,Mythical Beast
Mythical Beast Jackal,Pendulum Effect Monster,Spellcaster,0,1400,1,DARK,Mythical Beast
Mythical Beast Jackal King,Pendulum Effect Monster,Spellcaster,2400,1400,6,DARK,Mythical Beast
Mythical Beast Master Cerberus,Pendulum Effect Monster,Spellcaster,2800,2800,8,LIGHT,Mythical Beast
Mythical Beast Medusa,Pendulum Effect Monster,Spellcaster,1500,1500,4,LIGHT,Mythical Beast
Myutant Arsenal,Effect Monster,Machine,3000,1000,8,FIRE,Myutant
Myutant Beast,Effect Monster,Beast,2400,2400,8,EARTH,Myutant
Myutant Blast,Spell Card,Equip,-1,-1,0,NONE,Myutant
Myutant Clash,Trap Card,Continuous,-1,-1,0,NONE,Myutant
Myutant Cry,Trap Card,Normal,-1,-1,0,NONE,Myutant
Myutant Evolution Lab,Spell Card,Field,-1,-1,0,NONE,Myutant
Myutant Expansion,Trap Card,Continuous,-1,-1,0,NONE,Myutant
Myutant Fusion,Spell Card,Normal,-1,-1,0,NONE,Myutant
Myutant GB-88,Effect Monster,Psychic,500,500,4,WATER,Myutant
Myutant M-05,Effect Monster,Psychic,0,500,2,WATER,Myutant
Myutant Mist,Effect Monster,Spellcaster,2700,2900,8,WIND,Myutant
Myutant Mutant,Effect Monster,Psychic,0,0,1,WATER,Myutant
Myutant ST-46,Effect Monster,Psychic,500,0,3,WATER,Myutant
Myutant Synthesis,Fusion Monster,Psychic,2500,2000,9,WATER,Myutant
Myutant Ultimus,Fusion Monster,Psychic,3500,3000,10,DARK,Myutant
Naelshaddoll Ariel,Flip Effect Monster,Psychic,1000,1800,4,WATER,Shaddoll
Nagel's Protection,Spell Card,Continuous,-1,-1,0,NONE,Tindangle
"Naglfar, Generaider Boss of Fire",Effect Monster,Beast-Warrior,3100,200,9,FIRE,Generaider
Natural Disaster,Trap Card,Continuous,-1,-1,0,NONE,Cloudian
Naturia Antjaw,Effect Monster,Insect,400,200,2,EARTH,Naturia
Naturia Bamboo Shoot,Effect Monster,Plant,2000,2000,5,EARTH,Naturia
Naturia Barkion,Synchro Monster,Dragon,2500,1800,6,EARTH,Naturia
Naturia Beans,Effect Monster,Plant,100,1200,2,EARTH,Naturia
Naturia Beast,Synchro Monster,Beast,2200,1700,5,EARTH,Naturia
Naturia Beetle,Effect Monster,Insect,400,1800,4,EARTH,Naturia
Naturia Blessing,Spell Card,Quick-Play,-1,-1,0,NONE,Naturia
Naturia Butterfly,Tuner Monster,Insect,500,1200,3,EARTH,Naturia
Naturia Camellia,Tuner Monster,Plant,1400,700,4,EARTH,Naturia
Naturia Cherries,Tuner Monster,Plant,200,200,1,EARTH,Naturia
Naturia Cliff,Effect Monster,Rock,1500,1000,4,EARTH,Naturia
Naturia Cosmobeet,Tuner Monster,Plant,1000,700,2,EARTH,Naturia
Naturia Dragonfly,Effect Monster,Insect,1200,400,4,EARTH,Naturia
Naturia Eggplant,Effect Monster,Plant,1000,700,2,EARTH,Naturia
Naturia Exterio,Fusion Monster,Beast,2800,2400,10,EARTH,Naturia
Naturia Forest,Spell Card,Field,-1,-1,0,NONE,Naturia
Naturia Fruitfly,Effect Monster,Insect,800,1500,3,EARTH,Naturia
Naturia Gaiastrio,Fusion Monster,Rock,3200,2100,10,EARTH,Naturia
Naturia Guardian,Effect Monster,Plant,1600,400,4,EARTH,Naturia
Naturia Horneedle,Effect Monster,Insect,1800,100,4,EARTH,Naturia
Naturia Hydrangea,Effect Monster,Plant,1900,2000,5,EARTH,Naturia
Naturia Ladybug,Effect Monster,Insect,100,100,1,EARTH,Naturia
Naturia Landoise,Synchro Monster,Rock,2350,1600,7,EARTH,Naturia
Naturia Leodrake,Synchro Monster,Beast,3000,1800,9,EARTH,Naturia
Naturia Marron,Effect Monster,Plant,1200,700,3,EARTH,Naturia
Naturia Mole Cricket,Effect Monster,Insect,0,0,1,EARTH,Naturia
Naturia Mosquito,Effect Monster,Insect,200,300,1,EARTH,Naturia
Naturia Pineapple,Effect Monster,Plant,100,100,2,EARTH,Naturia
Naturia Pumpkin,Effect Monster,Plant,1400,800,4,EARTH,Naturia
Naturia Ragweed,Effect Monster,Plant,1200,2000,3,EARTH,Naturia
Naturia Rock,Effect Monster,Rock,1200,1200,3,EARTH,Naturia
Naturia Rosewhip,Tuner Monster,Plant,400,1700,3,EARTH,Naturia
Naturia Sacred Tree,Trap Card,Continuous,-1,-1,0,NONE,Naturia
Naturia Spiderfang,Effect Monster,Insect,2100,400,4,EARTH,Naturia
Naturia Stag Beetle,Effect Monster,Insect,2200,1500,6,EARTH,Naturia
Naturia Stinkbug,Tuner Monster,Insect,200,500,3,EARTH,Naturia
Naturia Strawberry,Effect Monster,Plant,1600,1200,4,EARTH,Naturia
Naturia Sunflower,Effect Monster,Plant,500,0,2,EARTH,Naturia
Naturia Tulip,Tuner Monster,Plant,600,1500,2,EARTH,Naturia
Naturia Vein,Tuner Monster,Plant,200,300,1,EARTH,Naturia
Naturia White Oak,Effect Monster,Plant,1800,1400,4,EARTH,Naturia
"Nauya, the Ogdoadic Remnant",Effect Monster,Reptile,0,2000,4,DARK,Ogdoadic
Nazuki the Vaylantz Ninja,Pendulum Effect Monster,Spellcaster,1800,1800,6,WATER,Ninja
"Nebulus, Dragon Ruler of Mishaps",Effect Monster,Dragon,1000,600,2,DARK,Dragon Ruler
Necro Synchron,Tuner Monster,Machine,200,400,2,DARK,Synchron
Necroid Synchro,Spell Card,Normal,-1,-1,0,NONE,Roid
Necrovalley,Spell Card,Field,-1,-1,0,NONE,Gravekeeper's
Necrovalley Temple,Trap Card,Continuous,-1,-1,0,NONE,Gravekeeper's
Necrovalley Throne,Spell Card,Normal,-1,-1,0,NONE,Gravekeeper's
Necroworld Banshee,Effect Monster,Zombie,1800,200,4,DARK,Field Searcher
Needle Worm,Flip Effect Monster,Insect,750,600,2,EARTH,Worm
Nefarious Archfiend Eater of Nefariousness,Effect Monster,Beast,1500,200,4,EARTH,Archfiend
Nega-Ton Corepanel,Trap Card,Counter,-1,-1,0,NONE,Koa'ki Meiru
Nehshaddoll Genius,Flip Effect Monster,Machine,1800,1000,4,EARTH,Shaddoll
"Neiroy, the Dream Mirror Disciple",Effect Monster,Fairy,1000,1000,3,LIGHT,Dream Mirror
"Neiroy, the Dream Mirror Traitor",Effect Monster,Fiend,1000,1000,3,DARK,Dream Mirror
Nekroz Cycle,Spell Card,Ritual,-1,-1,0,NONE,Nekroz
Nekroz Divinemirror,Spell Card,Quick-Play,-1,-1,0,NONE,Nekroz
Nekroz Kaleidoscope,Spell Card,Ritual,-1,-1,0,NONE,Nekroz
Nekroz Mirror,Spell Card,Ritual,-1,-1,0,NONE,Nekroz
Nekroz of Areadbhair,Ritual Effect Monster,Warrior,3300,3200,10,WATER,Nekroz
Nekroz of Brionac,Ritual Effect Monster,Warrior,2300,1400,6,WATER,Nekroz
Nekroz of Catastor,Ritual Effect Monster,Dragon,2200,1200,5,WATER,Nekroz
Nekroz of Clausolas,Ritual Effect Monster,Warrior,1200,2300,3,WATER,Nekroz
Nekroz of Decisive Armor,Ritual Effect Monster,Dragon,3300,2300,10,WATER,Nekroz
Nekroz of Gungnir,Ritual Effect Monster,Spellcaster,2500,1700,7,WATER,Nekroz
Nekroz of Metaltron,Pendulum Effect Ritual Monster,Wyrm,2500,3000,9,LIGHT,Nekroz
Nekroz of Sophia,Ritual Effect Monster,Spellcaster,3600,3400,11,LIGHT,Nekroz
Nekroz of Trishula,Ritual Effect Monster,Warrior,2700,2000,9,WATER,Nekroz
Nekroz of Unicore,Ritual Effect Monster,Spellcaster,2300,1000,4,WATER,Nekroz
Nekroz of Valkyrus,Ritual Effect Monster,Spellcaster,2900,1700,8,WATER,Nekroz
Nemeses Adrastea,Spell Card,Quick-Play,-1,-1,0,NONE,Nemeses
Nemeses Corridor,Effect Monster,Thunder,1900,600,4,WIND,Nemeses
Nemeses Flag,Effect Monster,Pyro,1100,200,2,FIRE,Nemeses
Nemeses Keystone,Effect Monster,Rock,700,0,1,EARTH,Nemeses
Nemeses Umbrella,Effect Monster,Aqua,1500,400,3,WATER,Nemeses
Nemleria Dream Defender - Couette,Effect Monster,Beast,2000,2500,10,LIGHT,Nemurelia
Nemleria Dream Defender - Oreiller,Effect Monster,Beast,2500,2000,10,LIGHT,Nemurelia
Nemleria Dream Devourer - Reveil,Effect Monster,Beast,2500,2500,10,DARK,Nemleria
Nemleria Louve,Trap Card,Normal,-1,-1,0,NONE,Nemleria
Nemleria Repeter,Trap Card,Continuous,-1,-1,0,NONE,Nemleria
Neo Aqua Madoor,Normal Monster,Spellcaster,1200,3000,6,WATER,Madoor
Neo Blue-Eyes Ultimate Dragon,Fusion Monster,Dragon,4500,3800,12,LIGHT,Blue-Eyes
Neo Flamvell Garuda,Effect Monster,Pyro,1200,1800,3,FIRE,Flamvell
Neo Flamvell Hedgehog,Tuner Monster,Pyro,800,200,3,FIRE,Flamvell
Neo Flamvell Lady,Effect Monster,Pyro,1600,200,4,FIRE,Flamvell
Neo Flamvell Origin,Tuner Monster,Pyro,500,200,2,FIRE,Flamvell
Neo Flamvell Sabre,Effect Monster,Pyro,1500,200,4,FIRE,Flamvell
Neo Flamvell Shaman,Effect Monster,Pyro,1700,200,3,FIRE,Flamvell
Neo Galaxy-Eyes Cipher Dragon,XYZ Monster,Dragon,4500,3000,9,LIGHT,Cipher
Neo Galaxy-Eyes Photon Dragon,XYZ Monster,Dragon,4500,3000,8,LIGHT,Galaxy-Eyes
Neo Galaxy-Eyes Photon Dragon - Photon Howling,XYZ Monster,Dragon,4500,3000,8,LIGHT,Galaxy
Neo Space,Spell Card,Field,-1,-1,0,NONE,Elemental HERO
Neo Space Connector,Effect Monster,Warrior,800,1800,4,LIGHT,Elemental HERO
Neo Super Quantal Mech King Blaster Magna,Link Monster,Machine,2500,-1,0,LIGHT,Super Quant
"Neo-Parshath, the Sky Paladin",Effect Monster,Fairy,2300,2000,7,LIGHT,Parshath
Neo-Spacian Air Hummingbird,Effect Monster,Winged Beast,800,600,3,WIND,Neo-Spacian
Neo-Spacian Aqua Dolphin,Effect Monster,Warrior,600,800,3,WATER,Neo-Spacian
Neo-Spacian Dark Panther,Effect Monster,Beast,1000,500,3,DARK,Neo-Spacian
Neo-Spacian Flare Scarab,Effect Monster,Insect,500,500,3,FIRE,Neo-Spacian
Neo-Spacian Glow Moss,Effect Monster,Plant,300,900,3,LIGHT,Neo-Spacian
Neo-Spacian Grand Mole,Effect Monster,Rock,900,300,3,EARTH,Neo-Spacian
Neo-Spacian Marine Dolphin,Fusion Monster,Warrior,900,1100,4,WATER,Neo-Spacian
Neo-Spacian Twinkle Moss,Fusion Monster,Plant,500,1100,4,LIGHT,Neo-Spacian
Neos Force,Spell Card,Equip,-1,-1,0,NONE,Elemental HERO
Neos Fusion,Spell Card,Normal,-1,-1,0,NONE,Elemental HERO
Neos Wiseman,Effect Monster,Spellcaster,3000,3000,10,LIGHT,Elemental HERO
Nephe Shaddoll Fusion,Spell Card,Equip,-1,-1,0,NONE,Shaddoll
"Nephilabyss, the Ogdoadic Overlord",Effect Monster,Reptile,2200,3100,10,DARK,Abyss-
"Nephthys, the Sacred Flame",Link Monster,Winged Beast,2400,-1,0,FIRE,Nephthys
"Nephthys, the Sacred Preserver",Link Monster,Winged Beast,1200,-1,0,FIRE,Nephthys
"Neptabyss, the Atlantean Prince",Effect Monster,Sea Serpent,800,0,1,WATER,Atlantean
Nerva the Power Patron of Creation,Fusion Monster,Illusion,3300,3300,10,EARTH,Power Patron
Nervedo the Shadebeast Power Patron,Pendulum Effect Monster,Illusion,300,200,10,DARK,Artmage
Network Trap Hole,Trap Card,Normal,-1,-1,0,NONE,Hole
Neutron Blast,Spell Card,Normal,-1,-1,0,NONE,Blue-Eyes
NEX,Spell Card,Normal,-1,-1,0,NONE,Neo-Spacian
NEXT,Trap Card,Normal,-1,-1,0,NONE,Elemental HERO
Ni-Ni the Mirror Mikanko,Effect Monster,Spellcaster,0,0,3,WATER,Mikanko
"Nidhogg, Generaider Boss of Ice",Effect Monster,Wyrm,2100,2600,9,WATER,Generaider
Night Express Knight,Effect Monster,Machine,3000,3000,10,EARTH,Train
Night Lizard,Normal Monster,Aqua,1150,1300,4,WATER,Recolored counterpart
Night Train Blue Traveler,Effect Monster,Machine,2500,2500,10,EARTH,Train
Night Wing Sorceress,Effect Monster,Spellcaster,1300,1200,3,WIND,Assault Mode
Nightmare Archfiend Token,Token,Fiend,-1,-1,0,NONE,Archfiend
Nightmare Archfiends,Trap Card,Normal,-1,-1,0,NONE,Archfiend
Nightmare Pain,Spell Card,Continuous,-1,-1,0,NONE,Signature move
Nightmare Penguin,Effect Monster,Aqua,900,1800,4,WATER,Penguin
Nightmare-Eyes Restrict,Fusion Monster,Illusion,0,0,1,DARK,Eyes Restrict
Nimble Angler,Effect Monster,Fish,600,100,2,WATER,Nimble
Nimble Beaver,Effect Monster,Beast,400,200,2,WATER,Nimble
Nimble Manta,Effect Monster,Fish,800,100,2,WATER,Nimble
Nimble Momonga,Effect Monster,Beast,1000,100,2,EARTH,Nimble
Nimble Musasabi,Effect Monster,Beast,800,100,2,EARTH,Nimble
Nimble Sunfish,Effect Monster,Fish,1000,100,2,WATER,Nimble
Nin-Ken Dog,Normal Monster,Beast-Warrior,1800,1000,4,WIND,Ninja
"Ninaruru, the Magistus Glass Goddess",XYZ Monster,Rock,1800,2400,4,EARTH,Magistus
Nine Pillars of Yang Zing,Trap Card,Counter,-1,-1,0,NONE,Yang Zing
Ningirsu the World Chalice Warrior,Link Monster,Warrior,2500,-1,0,EARTH,World Chalice
Ninja Grandmaster Hanzo,Effect Monster,Warrior,1800,1000,4,DARK,Ninja
Ninja Grandmaster Saizo,Link Monster,Warrior,2000,-1,0,LIGHT,Ninja
Ninja Grandmaster Sasuke,Effect Monster,Warrior,1800,1000,4,LIGHT,Ninja
Ninjitsu Art Notebook,Spell Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art Notebook of Mystery,Spell Card,Quick-Play,-1,-1,0,NONE,Ninjitsu Art
Ninjitsu Art of Dancing Leaves,Trap Card,Continuous,-1,-1,0,NONE,Ninjitsu Art
Ninjitsu Art of Decoy,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art of Duplication,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art of Mirage-Transformation,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art of Mosquito Marching,Spell Card,Normal,-1,-1,0,NONE,Ninjitsu Art
Ninjitsu Art of Shadow Sealing,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art of Super-Transformation,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art of Transformation,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Ninjitsu Art Tool - Iron Digger,Spell Card,Equip,-1,-1,0,NONE,Ninjitsu Art
Nitro Synchron,Tuner Monster,Machine,300,100,2,FIRE,Synchron
No One Suspects the Dark Scorpion Gang!,Skill Card,Don Zaloog,-1,-1,0,NONE,Dark Scorpion
Noble Arms - Arfeudutyr,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Arms - Caliburn,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Arms - Clarent,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Arms - Excaliburn,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Arms - Gallatin,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Arms Museum,Spell Card,Field,-1,-1,0,NONE,Noble Arms
Noble Arms of Destiny,Spell Card,Equip,-1,-1,0,NONE,Noble Knight
Noble Knight Artorigus,Normal Monster,Warrior,1800,1800,4,LIGHT,Noble Knight
Noble Knight Bedwyr,Effect Monster,Warrior,1600,1500,4,LIGHT,Noble Knight
Noble Knight Borz,Effect Monster,Warrior,1700,900,4,LIGHT,Noble Knight
Noble Knight Brothers,Effect Monster,Warrior,1200,2400,4,LIGHT,Noble Knight
Noble Knight Custennin,Effect Monster,Warrior,1000,2000,4,LIGHT,Noble Knight
Noble Knight Drystan,Effect Monster,Warrior,1800,800,4,LIGHT,Noble Knight
Noble Knight Eachtar,Effect Monster,Warrior,1600,2000,5,DARK,Noble Knight
Noble Knight Gawayn,Effect Monster,Warrior,1900,500,4,LIGHT,Noble Knight
Noble Knight Gwalchavad,Effect Monster,Warrior,1500,1800,4,LIGHT,Noble Knight
Noble Knight Iyvanne,Effect Monster,Warrior,1700,1600,4,LIGHT,Noble Knight
Noble Knight Joan,Effect Monster,Warrior,1900,1300,4,LIGHT,Noble Knight
Noble Knight Medraut,Effect Monster,Warrior,1700,1000,4,LIGHT,Noble Knight
Noble Knight Pellinore,Effect Monster,Warrior,1900,500,4,LIGHT,Noble Knight
Noble Knight Peredur,Effect Monster,Warrior,1900,300,4,LIGHT,Noble Knight
Noble Knight's Shield-Bearer,Effect Monster,Warrior,800,1300,4,LIGHT,Noble Knight
Noble Knight's Spearholder,Effect Monster,Warrior,800,400,2,LIGHT,Noble Knight
Noble Knights of the Round Table,Spell Card,Field,-1,-1,0,NONE,Noble Knight
Nobledragon Magician,Pendulum Tuner Effect Monster,Spellcaster,700,1400,3,FIRE,Magician
Noctovision Dragon,Effect Monster,Dragon,0,2800,7,DARK,Rokket
Node Ryzeal,Effect Monster,Thunder,1400,1600,4,FIRE,Ryzeal
Noh-P.U.N.K. Deer Note,Effect Monster,Warrior,2100,1800,5,EARTH,P.U.N.K.
Noh-P.U.N.K. Foxy Tune,Effect Monster,Beast,2300,2600,8,LIGHT,P.U.N.K.
Noh-P.U.N.K. Ogre Dance,Effect Monster,Fiend,2500,2000,8,DARK,P.U.N.K.
Noh-P.U.N.K. Rising Scale,Effect Monster,Sea Serpent,2400,2400,8,WATER,P.U.N.K.
Noh-P.U.N.K. Ze Amin,Tuner Monster,Psychic,600,600,3,EARTH,P.U.N.K.
Nopenguin,Effect Monster,Aqua,1600,100,3,WATER,Penguin
Nordic Beast Gullinbursti,Tuner Monster,Beast,300,100,3,LIGHT,Nordic
Nordic Beast Token,Token,Beast,-1,-1,0,NONE,Nordic
Nordic Relic Brisingamen,Trap Card,Normal,-1,-1,0,NONE,Nordic
Nordic Relic Draupnir,Spell Card,Equip,-1,-1,0,NONE,Aesir
Nordic Relic Gungnir,Trap Card,Normal,-1,-1,0,NONE,Aesir
Nordic Relic Hlidskjalf,Spell Card,Normal,-1,-1,0,NONE,Nordic
